Roll No.,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
4812,Sybil,96,55,37,63,83,52
4813,Joannes,100,79,77,36,73,93
4814,Joete,76,68,49,92,34,35
4815,Thacher,66,52,35,59,47,70
4816,Goose,46,89,74,39,63,70
4817,Selinda,72,34,61,37,65,65
4818,Lucien,92,95,60,67,62,66
4819,Filippa,62,71,85,75,98,37
4820,Pablo,53,39,42,64,86,78
4821,Dora,54,88,27,81,80,37
4822,Bathsheba,49,95,61,86,41,76
4823,Tobias,81,65,43,29,51,29
4824,Shelly,33,69,41,71,32,48
4825,Dayna,65,32,63,56,87,84
4826,Roderick,55,89,58,34,80,91
4827,Maurita,50,86,89,94,98,90
4828,Vasilis,60,71,86,77,29,27
4829,Darby,50,32,92,37,74,76
4830,Devon,84,76,58,74,98,63
4831,Tally,90,46,31,67,94,46
4832,Mordecai,44,27,100,83,52,80
4833,Moina,32,71,73,57,92,98
4834,Ilse,39,88,49,82,84,66
4835,Dore,88,52,29,52,77,81
4836,Sayre,58,69,43,45,63,90
4837,Frederik,98,58,84,36,77,45
4838,Alain,55,100,34,49,98,43
4839,Halie,95,32,52,84,73,31
4840,Lyndell,79,32,91,55,62,34
4841,Hewie,77,43,73,47,39,36
4842,Pauletta,53,92,38,63,56,48
4843,Lorrie,67,87,62,51,30,57
4844,Lonnie,49,47,89,43,37,53
4845,Desdemona,67,49,66,62,47,52
4846,Rudolph,28,52,65,40,72,64
4847,Theada,66,66,45,29,74,51
4848,Tad,53,70,65,93,79,33
4849,Rahel,39,35,89,40,46,95
4850,Alwin,51,67,48,54,36,42
4851,Thibaud,68,78,98,62,61,52
4852,Valencia,63,76,47,76,91,32
4853,Kermit,65,73,60,87,54,78
4854,Marietta,29,56,34,47,60,39
4855,Annette,34,52,79,39,93,31
4856,Bartholomeo,88,30,64,69,88,74
4857,Sloane,61,34,92,52,32,64
4858,Jenette,38,32,81,45,44,91
4859,Jade,37,66,41,78,35,64
4860,Gracia,92,53,79,96,31,47
4861,Katharyn,96,47,90,29,84,53
4862,Curtice,97,95,89,68,56,86
4863,Sallie,94,75,82,93,67,88
4864,Aurel,58,66,75,81,48,92
4865,Annalisa,39,90,30,92,57,81
4866,Jodi,42,27,58,97,89,89
4867,Anatol,30,83,72,44,68,45
4868,Thadeus,36,51,49,98,91,42
4869,Albatros,75,46,91,84,49,36
4870,Nance,58,92,92,36,76,49
4871,Judy,38,49,80,60,76,42
4872,Franky,85,98,99,77,69,41
4873,Benjamin,89,49,35,62,81,72
4874,Neysa,87,71,96,41,36,69
4875,Maye,37,50,60,47,74,56
4876,Arnie,77,35,80,96,81,63
4877,Briny,46,97,78,45,47,44
4878,Erica,28,88,83,74,99,77
4879,Jeana,85,60,82,47,67,60
4880,Norry,82,88,83,66,52,38
4881,Jean-Marc,31,43,68,90,87,52
4882,Rahal,29,71,98,53,100,90
4883,Dewey,47,96,93,59,90,55
4884,Jeff,49,27,100,86,28,66
4885,Maxie,35,65,39,32,38,100
4886,Schuyler,38,49,55,70,80,99
4887,Tamma,94,49,78,52,29,41
4888,Mercy,54,78,87,60,45,38
4889,Bertrand,56,28,97,43,28,63
4890,Sibylle,94,46,98,88,77,30
4891,Lilah,70,65,30,93,36,85
4892,Benny,27,95,83,55,54,63
4893,Kenton,66,65,78,73,74,83
4894,Kingsley,28,77,96,98,33,93
4895,Kirby,73,93,48,84,61,69
4896,Georgina,50,89,83,43,79,63
4897,Goober,89,53,67,92,51,97
4898,Karmen,92,61,61,79,59,98
4899,Bernita,75,50,37,94,72,43
4900,Genevieve,55,34,94,99,70,86
4901,Vail,63,29,46,85,86,77
4902,Andrey,71,58,46,60,28,77
4903,Margaretta,86,65,73,46,63,72
4904,Praneetf,30,45,28,91,65,27
4905,Lorenzo,51,94,27,48,75,55
4906,Mona,97,95,64,40,98,41
4907,Federico,80,49,67,86,91,45
4908,Eirena,81,63,64,30,44,82
4909,Zechariah,46,51,62,63,83,100
4910,Ashly,88,37,77,72,79,29
4911,Maddi,29,69,33,59,37,67
4912,Karlene,35,66,65,70,50,74
4913,Blare,70,46,93,65,35,63
4914,Kellsie,94,41,58,97,52,52
4915,Lyda,31,98,55,28,28,96
4916,Pincus,92,70,30,62,64,69
4917,Cathyleen,73,43,31,40,28,97
4918,Juliette,54,90,53,33,91,77
4919,Allie,41,27,68,84,77,73
4920,Carrol,30,28,77,75,82,72
4921,Emelina,34,71,46,39,98,37
4922,Tedi,39,69,52,84,95,81
4923,Rhoda,82,34,27,98,48,30
4924,Phaedra,35,99,78,98,36,59
4925,Billy,63,52,44,56,57,71
4926,Gordie,58,58,100,83,98,96
4927,Dinnie,92,87,39,80,67,92
4928,Rhona,93,85,76,96,78,64
4929,Reza,29,29,69,83,58,30
4930,Suzan,90,53,49,28,59,59
4931,Tresa,100,53,79,71,34,43
4932,Heida,48,40,82,54,56,37
4933,Viviana,53,68,89,33,75,30
4934,Kraig,63,60,99,58,63,47
4935,Brody,63,31,65,27,42,27
4936,Annie,95,49,85,64,54,57
4937,Gabriell,93,86,82,76,56,29
4938,Flore,52,81,67,99,68,95
4939,Danica,98,93,73,84,48,93
4940,Kessiah,88,84,56,35,49,31
4941,Gian,64,69,46,35,44,53
4942,Andrzej,79,55,44,90,36,32
4943,Fremont,91,59,43,58,78,87
4944,Wendeline,60,89,60,46,40,43
4945,Yank,99,32,51,64,54,93
4946,Valene,39,54,33,89,34,73
4947,Pinchas,74,44,34,94,67,63
4948,Ediva,67,73,75,38,64,74
4949,Hannah,71,45,34,94,33,71
4950,Wyndham,27,50,99,36,28,41
4951,Torey,99,88,32,45,62,61
4952,Lin,57,31,80,65,76,33
4953,Beilul,94,42,60,68,52,43
4954,Vincents,33,93,52,76,29,96
4955,Danella,98,94,61,46,41,97
4956,Venus,68,30,66,27,58,50
4957,Ulrika,30,51,63,68,99,50
4958,Alica,87,73,75,83,53,93
4959,Maxwell,40,27,61,73,46,74
4960,Jon,40,95,93,31,97,51
4961,Bartlett,74,74,77,46,79,48
4962,Kirk,54,46,77,53,94,67
4963,Glynda,87,73,37,99,59,73
4964,Niccolo,49,57,93,27,72,93
4965,Darius,72,69,56,79,98,97
4966,Lorine,87,89,37,45,37,86
4967,Melamie,28,67,89,68,42,46
4968,Jamie,33,69,94,34,87,99
4969,Prisca,32,33,80,63,46,49
4970,Tab,80,55,83,81,45,87
4971,Claudette,54,70,40,37,59,72
4972,Town,33,71,56,41,39,54
4973,Abbey,49,34,65,93,46,42
4974,Glori,30,33,72,66,31,71
4975,Louise,85,38,91,75,32,38
4976,Karlee,59,70,67,66,43,50
4977,Anatoly,41,66,80,79,93,48
4978,Zandra,60,43,42,28,87,79
4979,Hewie,64,45,55,65,28,55
4980,Jacques,43,73,53,86,49,33
4981,Clo,39,79,93,62,90,91
4982,Cobb,71,52,28,88,50,32
4983,Terri-Jo,98,82,100,55,27,61
4984,Vivia,77,56,36,62,51,78
4985,Saraann,39,49,84,34,74,91
4986,Lula,65,50,100,70,89,87
4987,Alexine,79,67,38,47,83,54
4988,Kaari,90,52,97,49,87,56
4989,Ambros,96,99,90,70,93,88
4990,Fayre,48,60,98,90,91,62
4991,Bryna,64,51,76,99,31,64
4992,Harley,39,61,80,86,54,60
4993,Mehetabel,35,57,38,32,48,39
4994,Hulda,57,59,65,79,86,95
4995,Hiram,99,52,47,87,84,87
4996,Alex,36,30,73,50,86,74
4997,Emelyne,63,41,79,98,75,72
4998,Adorne,82,47,74,79,89,68
4999,Viki,99,76,92,46,32,74
5000,Tedd,56,88,73,95,39,66
5001,Rubia,59,47,64,45,71,38
5002,Vittoria,89,95,33,55,97,82
5003,Petronille,34,32,54,57,87,39
5004,Ware,62,56,97,44,45,35
5005,Waldemar,63,46,61,77,90,97
5006,Eilis,95,71,39,45,95,68
5007,Ailee,63,72,68,69,67,91
5008,Fina,32,39,51,100,29,64
5009,Benny,97,28,56,54,56,63
5010,Haley,98,30,42,59,47,89
5011,Mercedes,81,51,82,76,60,42
5012,Giraldo,100,39,69,71,55,78
5013,Matt,55,28,68,66,94,83
5014,Uriel,46,34,44,83,35,97
5015,Sher,68,88,42,51,51,98
5016,Viv,35,30,67,78,66,79
5017,Elihu,61,44,46,50,35,58
5018,Vonni,29,30,88,33,88,68
5019,Cathi,53,72,91,81,41,99
5020,Evy,67,68,86,27,96,56
5021,Thadeus,75,55,45,48,61,57
5022,Tia,72,34,75,79,35,84
5023,Kordula,92,87,70,42,89,41
5024,Merry,45,61,52,92,89,31
5025,Wynnie,33,94,27,86,37,67
5026,Efram,51,79,41,90,48,64
5027,Abner,60,70,53,53,81,42
5028,Obie,75,79,49,27,62,85
5029,Dov,80,40,83,56,29,90
5030,Marybelle,40,48,82,100,69,86
5031,Desirae,83,69,93,63,84,54
5032,Lorenzo,29,30,100,75,100,99
5033,Flipper,32,38,44,68,68,38
5034,Phaedra,44,35,29,83,38,98
5035,Lulu,77,58,48,33,39,58
5036,Godfree,44,54,35,94,48,77
5037,Korry,68,70,55,64,90,79
5038,Rolph,40,55,73,57,87,92
5039,Torie,96,49,36,68,72,42
5040,Abbott,69,88,35,45,59,81
5041,Juan,89,56,95,74,87,50
5042,Aeriell,33,58,99,61,96,76
5043,Ave,36,48,100,84,58,87
5044,Charissa,46,73,87,96,76,87
5045,Hester,92,51,84,36,48,28
5046,Nadean,60,48,70,75,57,88
5047,Bird,85,42,87,46,95,41
5048,Iormina,35,53,84,47,78,80
5049,Rodrique,39,71,53,80,99,82
5050,Augusta,89,45,92,92,85,56
5051,Viola,87,49,66,40,82,77
5052,Astrid,89,93,65,38,58,68
5053,Marleen,87,42,98,76,74,75
5054,Millisent,67,55,28,52,43,68
5055,Corry,36,66,90,89,49,34
5056,Aurore,34,41,43,48,30,68
5057,Hanson,74,93,62,85,84,74
5058,Shane,38,100,53,54,38,97
5059,Linea,74,85,83,92,90,85
5060,Jermain,77,39,46,51,47,87
5061,Harriett,42,98,94,28,55,47
5062,Karia,55,30,48,39,99,44
5063,Hartwell,42,34,54,85,83,62
5064,Shelba,35,67,50,95,87,93
5065,Ree,99,47,100,95,82,47
5066,Sharla,45,67,67,92,62,84
5067,Lovell,88,43,85,36,40,43
5068,Maryanna,98,60,57,58,37,34
5069,Kerianne,57,41,73,78,71,61
5070,Gerold,34,44,28,30,82,48
5071,Dino,89,86,32,63,93,35
5072,Lilla,36,64,41,86,84,90
5073,Lidia,58,46,46,68,41,83
5074,Mikel,90,100,35,71,38,80
5075,Charles,28,82,40,29,36,57
5076,Melly,85,75,70,81,93,56
5077,Tobias,33,74,90,33,29,98
5078,Laryssa,61,37,69,81,77,33
5079,Wenona,27,47,61,40,46,59
5080,Schuyler,89,91,37,79,49,50
5081,Brier,98,89,54,36,41,54
5082,Rhiamon,33,95,68,36,83,28
5083,Zeke,28,35,36,40,30,88
5084,Konstanze,36,98,57,44,76,81
5085,Isis,28,31,92,27,47,68
5086,Maxie,57,39,74,65,87,94
5087,Wallie,34,27,91,87,70,95
5088,Elihu,58,69,68,76,91,28
5089,Karlie,55,69,33,79,41,60
5090,Pace,49,67,61,35,56,61
5091,Kory,84,100,63,55,92,86
5092,Eduard,80,34,58,93,35,39
5093,Dallas,98,54,80,39,43,55
5094,Christabella,33,48,37,73,83,95
5095,Granville,40,96,33,84,64,27
5096,Darius,42,42,28,85,50,64
5097,Davina,86,79,74,78,91,46
5098,Goober,69,63,30,43,87,76
5099,Garvey,77,83,30,87,56,45
5100,Stearne,53,64,84,79,44,70
5101,Nerte,94,27,83,100,57,52
5102,Sherwood,27,55,94,53,100,62
5103,Thomasina,77,55,48,29,78,97
5104,Calla,45,85,37,93,98,75
5105,Marchelle,79,91,98,36,41,82
5106,Geof,56,61,68,100,29,77
5107,Wyn,64,66,46,56,57,67
5108,Sam,32,66,37,58,45,39
5109,Shawn,36,49,61,82,88,33
5110,Giacomo,85,50,84,80,73,89
5111,Piper,54,57,29,96,61,66
5112,Yvonne,67,80,31,73,69,92
5113,Ashlee,47,77,87,70,57,42
5114,Stevy,71,89,54,32,36,74
5115,Cristen,51,81,83,93,27,37
5116,Gene,28,59,51,79,93,32
5117,Susy,61,44,47,57,36,66
5118,Phyllys,43,55,85,93,79,89
5119,Harv,81,53,30,57,77,31
5120,Ranee,30,76,31,49,77,87
5121,Brynn,64,76,63,67,42,31
5122,Karole,95,100,55,44,81,94
5123,Sonnie,29,94,60,80,56,39
5124,Fred,53,67,53,61,97,32
5125,Tiana,68,56,44,48,45,81
5126,Luana,66,74,68,83,63,82
5127,Casie,96,93,97,93,73,63
5128,Joleen,92,68,94,57,28,78
5129,Aleta,71,30,59,69,34,61
5130,Eran,52,58,95,88,44,75
5131,Sarah,32,74,94,56,71,73
5132,Zilvia,95,62,68,78,33,67
5133,Lemmy,65,94,46,41,92,90
5134,Emil,90,64,91,97,30,90
5135,Loralyn,42,94,65,46,64,53
5136,Priscilla,97,35,85,65,73,73
5137,Nickie,96,79,94,36,86,27
5138,Nikoletta,100,76,78,80,91,30
5139,Rosina,53,42,46,49,88,44
5140,Gracie,61,86,71,30,89,68
5141,Morgen,75,76,66,96,46,41
5142,Eustace,61,90,67,64,51,63
5143,Douglas,74,64,64,71,97,42
5144,Wheeler,33,38,80,99,97,67
5145,Alec,48,80,29,27,71,48
5146,Roni,74,34,65,52,73,87
5147,Laura,85,47,75,65,37,68
5148,Nessi,88,69,61,89,36,84
5149,Reina,56,49,92,76,37,35
5150,Ardeen,33,78,83,80,37,88
5151,Chantal,91,34,52,65,31,59
5152,Kimmie,62,69,82,81,84,35
5153,Ursula,49,30,47,32,48,100
5154,Junette,34,63,37,83,36,72
5155,Lucie,57,78,42,55,79,98
5156,Johannes,78,86,40,58,44,33
5157,Blanca,80,63,50,62,82,76
5158,Todd,98,80,75,56,27,40
5159,Vijay,83,91,60,50,52,80
5160,Melvin,64,73,27,87,80,44
5161,Huntlee,53,94,73,93,45,43
5162,Jeanelle,74,50,97,97,62,69
5163,Samuel,65,42,81,66,81,29
5164,Marshall,28,46,38,50,99,94
5165,Belle,28,30,90,32,38,70
5166,Sheila-Kathryn,59,76,63,96,60,70
5167,Randolf,30,31,83,48,39,97
5168,Lauren,55,96,54,51,56,92
5169,Hashim,52,100,43,93,94,77
5170,Friedrick,57,94,52,52,64,43
5171,Mehetabel,65,100,38,96,74,41
5172,Nisse,53,90,93,67,95,64
5173,Arlen,61,90,35,47,96,91
5174,Constancia,81,81,97,75,83,38
5175,Matty,94,75,77,87,62,86
5176,Les,54,99,96,40,30,84
5177,Petey,49,81,35,38,75,54
5178,Jackqueline,67,45,100,32,33,84
5179,Carolynn,69,73,83,29,35,73
5180,Tobiah,70,67,70,33,61,31
5181,Cathie,76,83,42,94,47,87
5182,Lovell,71,35,74,71,85,71
5183,Maxie,66,91,65,50,81,35
5184,Phillipp,45,86,76,52,87,34
5185,Aron,27,35,34,52,56,68
5186,Chelsie,45,31,58,39,99,35
5187,Joann,31,45,85,44,37,51
5188,Chaim,85,82,36,57,33,51
5189,Glyn,76,36,31,61,39,62
5190,Klaus,43,35,77,85,83,37
5191,Arleen,65,69,50,70,37,28
5192,Glynda,68,72,78,92,27,41
5193,Nevsa,86,42,66,46,55,96
5194,Lenna,62,57,85,30,56,100
5195,Ragnar,43,49,43,100,35,76
5196,Alica,73,35,44,36,56,79
5197,Lisha,34,96,95,31,57,41
5198,Chance,71,87,85,73,37,31
5199,Gilda,42,66,99,100,62,69
5200,Gui,55,54,79,34,67,97
5201,Cynthie,44,60,33,70,37,51
5202,Odelia,35,35,95,99,36,79
5203,Martie,87,43,28,91,98,82
5204,Yanaton,82,57,60,30,78,58
5205,Ophelia,86,96,60,55,85,28
5206,Constantia,64,63,30,60,83,58
5207,Elvera,77,65,76,44,31,35
5208,Huntington,41,77,43,100,60,73
5209,Hari,72,45,96,33,73,88
5210,Merissa,36,87,88,32,90,49
5211,Sena,59,40,52,34,39,80
5212,Dorree,93,93,61,66,33,58
5213,Sharona,62,90,46,92,90,94
5214,Cathryn,81,40,63,95,80,77
5215,Aili,88,50,87,93,29,62
5216,Adolphe,81,60,36,75,69,72
5217,Clementia,73,60,61,35,38,68
5218,Jessa,95,90,54,80,57,76
5219,Chaunce,43,89,67,98,47,66
5220,Quent,59,98,83,48,83,75
5221,Kelci,87,81,38,82,64,42
5222,Tobye,85,97,40,88,87,90
5223,Scotty,69,56,77,58,46,57
5224,Olympie,29,71,37,28,40,60
5225,Waylin,52,63,100,39,95,33
5226,Fredrick,76,84,74,98,78,84
5227,Erhard,83,43,30,100,82,83
5228,Michele,56,65,67,62,98,56
5229,Molly,57,63,37,61,38,33
5230,Dyana,67,69,43,86,65,35
5231,Julie,30,71,47,31,35,94
5232,Joab,49,76,77,74,38,65
5233,Sibeal,43,52,36,32,30,86
5234,Buck,88,58,31,72,44,73
5235,Vernon,74,47,99,51,40,43
5236,Gabey,75,72,99,68,75,78
5237,Malinda,82,98,38,44,71,100
5238,Renaud,35,51,96,76,53,94
5239,Crawford,48,34,80,44,61,79
5240,Ermengarde,42,100,87,40,67,91
5241,Sabra,34,87,76,96,68,90
5242,Kalil,66,49,27,43,46,45
5243,Dorothy,88,76,56,65,39,82
5244,Adolf,80,78,65,75,44,82
5245,Maryl,32,34,60,30,74,42
5246,Morton,28,63,27,43,73,95
5247,Kira,49,97,33,58,34,60
5248,Arne,56,40,72,88,42,88
5249,Evangelia,37,59,49,61,86,80
5250,Lynelle,76,96,95,85,73,97
5251,Cammi,58,30,96,48,70,85
5252,Aime,50,97,46,62,65,96
5253,Menard,45,63,53,46,31,60
5254,Ransell,32,46,53,31,61,70
5255,Carree,66,76,69,37,53,43
5256,Martica,44,41,75,97,72,93
5257,Doralin,52,43,60,63,96,48
5258,Enrichetta,83,47,80,27,84,76
5259,Nena,83,45,70,59,52,74
5260,Brent,61,100,28,29,83,77
5261,Emmye,91,41,38,86,29,75
5262,Kirsten,85,71,50,49,80,47
5263,Mignonne,55,99,79,70,93,88
5264,Lavina,33,89,91,48,78,65
5265,Marguerite,86,52,69,30,75,41
5266,Hamlen,40,48,32,75,84,31
5267,Carli,73,84,74,96,32,30
5268,Willem,27,92,43,60,44,66
5269,Gertruda,59,59,88,86,53,35
5270,Jonis,68,85,55,34,60,94
5271,Morrie,33,93,50,45,98,85
5272,Ranee,70,27,75,69,66,83
5273,Gerry,97,81,84,47,36,61
5274,Broderic,71,29,57,57,72,38
5275,Bogart,65,35,72,43,88,57
5276,Coleman,38,37,28,89,90,41
5277,Bartholomeus,45,68,93,92,99,46
5278,Fifi,95,43,78,31,77,72
5279,Fedora,34,86,33,40,80,99
5280,Anais,93,65,94,58,77,45
5281,Johanna,98,59,50,73,71,92
5282,Nidia,42,41,58,36,90,94
5283,Wilber,100,84,81,71,94,100
5284,Tracey,48,46,95,29,90,28
5285,Tatiania,46,51,90,45,71,42
5286,Dorene,55,100,96,68,42,48
5287,Yalonda,30,75,28,95,92,72
5288,Willette,37,61,51,75,87,28
5289,Roch,65,38,49,64,32,27
5290,Emili,36,51,27,78,89,92
5291,Dorree,80,98,72,45,67,67
5292,Matelda,38,55,65,27,32,81
5293,Paolina,84,65,61,68,84,61
5294,Cosmo,51,82,74,59,61,30
5295,Wainwright,100,56,73,74,99,92
5296,Mavis,84,99,75,71,49,48
5297,Gavrielle,29,32,89,84,63,36
5298,Aggie,94,89,88,84,90,82
5299,Jo-Ann,96,81,47,84,90,63
5300,Clio,67,29,57,61,95,30
5301,Geri,100,56,51,93,68,68
5302,Verna,63,82,29,100,97,89
5303,Torrence,92,62,95,64,68,51
5304,Corinne,64,50,54,58,88,92
5305,Horacio,73,73,50,85,62,28
5306,Darda,64,92,91,44,43,54
5307,Frankie,50,37,87,44,59,48
5308,Melba,92,75,75,45,70,58
5309,Garvy,44,48,30,34,45,54
5310,Lynea,44,42,77,80,35,51
5311,Jillie,94,52,51,72,64,93
5312,Doroteya,61,77,91,44,35,27
5313,Marmaduke,60,28,35,67,38,93
5314,Talyah,58,72,35,58,76,94
5315,Matthew,34,37,68,53,27,94
5316,Ilyse,82,83,58,64,89,31
5317,Kirby,68,73,42,100,67,44
5318,Franky,54,84,34,64,58,96
5319,Benni,35,78,85,63,91,92
5320,Murdock,66,86,92,69,100,67
5321,Leonhard,38,82,39,33,62,82
5322,Sophi,84,66,94,52,56,45
5323,Dustin,32,47,63,53,98,94
5324,Brinkley,76,82,31,99,58,30
5325,Laina,86,60,90,95,47,80
5326,Pet,75,91,75,71,44,41
5327,Kaye,96,49,46,64,43,50
5328,Nessie,81,88,93,47,45,97
5329,Agnes,99,80,75,82,31,100
5330,Valerie,48,83,42,79,54,90
5331,Diena,30,62,35,55,52,58
5332,Missy,35,100,78,55,28,50
5333,Theodoric,34,59,31,27,96,79
5334,Tammie,39,42,72,43,96,32
5335,Merrel,36,46,80,57,36,38
5336,Lynn,28,39,96,76,83,30
5337,Alma,41,60,44,37,96,63
5338,Orlando,100,44,43,57,80,44
5339,Roderich,40,63,95,63,64,75
5340,Laurence,82,78,65,76,83,77
5341,Erhard,35,91,67,96,59,41
5342,Idette,53,75,53,42,94,95
5343,Robby,98,80,37,46,97,99
5344,Alisa,28,95,72,91,90,85
5345,Bradly,41,96,70,95,53,100
5346,Hewe,90,93,45,85,72,69
5347,Judith,33,70,29,85,80,61
5348,Kaleb,74,75,95,58,95,86
5349,Therese,49,57,94,83,62,81
5350,Kassia,61,62,44,41,74,52
5351,Jeanette,93,37,41,50,62,35
5352,Tedie,47,46,92,74,31,87
5353,Timmy,89,79,87,86,85,68
5354,Meade,75,44,58,37,53,50
5355,Eddy,46,51,31,78,52,61
5356,Corenda,32,52,90,74,66,78
5357,Viole,73,53,50,70,98,49
5358,Dennie,80,75,92,70,51,68
5359,Judy,91,81,47,80,39,78
5360,Christean,59,92,85,38,43,93
5361,Carrissa,92,44,42,87,74,98
5362,Tabbatha,28,29,91,77,94,99
5363,Hirsch,66,54,75,42,53,62
5364,Duane,68,69,93,71,99,87
5365,Jilly,42,98,52,56,60,80
5366,Haven,51,39,80,83,96,72
5367,Clayborn,89,50,79,63,49,91
5368,Audie,58,55,49,97,57,74
5369,Luanna,33,67,55,38,63,30
5370,Bethany,27,30,48,89,69,85
5371,Starla,60,92,55,59,92,82
5372,Patty,85,29,78,43,41,63
5373,Kelley,40,65,50,62,32,45
5374,Gerty,98,72,61,44,59,86
5375,Tasia,58,30,87,59,95,66
5376,Moyna,27,99,61,32,56,96
5377,Samuella,98,95,44,66,37,34
5378,Elsa,41,58,86,93,88,100
5379,Haywood,92,79,27,39,91,90
5380,Raychel,51,67,93,82,34,82
5381,Elbert,55,80,69,62,66,53
5382,Ruperta,62,99,33,40,42,62
5383,Verne,75,65,38,41,91,47
5384,Melosa,91,98,73,70,27,60
5385,Eddi,79,63,88,92,91,61
5386,Hamil,92,76,100,64,96,85
5387,Alena,63,89,69,28,57,39
5388,Fairfax,31,55,91,57,38,74
5389,Cortney,75,40,42,69,73,86
5390,Marney,80,85,66,91,83,60
5391,Sallyanne,70,38,59,99,46,46
5392,Emeline,82,27,93,34,89,61
5393,Iona,29,52,27,93,84,72
5394,Engelbert,29,66,40,56,45,73
5395,Fredia,34,84,47,31,83,81
5396,Hercules,97,93,33,97,71,62
5397,Cameron,60,54,79,36,55,50
5398,Reiko,79,30,41,89,44,79
5399,Eddie,77,93,44,47,65,71
5400,Vivianne,84,56,55,38,73,48
5401,Rahel,82,95,89,30,38,80
5402,Sallyann,38,76,99,46,85,61
5403,Conan,62,60,66,49,66,76
5404,Mariellen,91,54,66,82,53,64
5405,Lucky,81,33,96,53,43,81
5406,Giralda,75,99,27,61,93,99
5407,Blinni,78,35,56,48,45,55
5408,Hermy,27,78,78,88,65,82
5409,Karly,63,75,93,65,82,72
5410,Grady,30,77,48,70,68,36
5411,Anna,45,62,28,38,88,35
5412,Vick,61,91,79,74,60,68
5413,Ely,96,37,85,41,62,50
5414,Talbot,80,49,45,73,62,99
5415,Karina,99,30,74,51,87,44
5416,Baxter,63,30,95,44,77,99
5417,Nola,87,75,96,77,37,73
5418,Candy,34,92,45,33,41,86
5419,Noland,38,48,99,34,45,68
5420,Ely,55,52,37,80,84,94
5421,Ulises,29,34,57,52,37,46
5422,Orville,43,70,64,28,90,54
5423,Karia,83,81,36,89,92,53
5424,Darcey,33,73,32,61,74,35
5425,Rebeka,82,99,57,42,39,53
5426,Luther,91,76,75,67,28,47
5427,Lanette,43,45,73,29,59,84
5428,Siegfried,87,36,79,74,80,88
5429,Zorana,68,64,34,100,54,75
5430,Ardeen,79,54,39,70,79,76
5431,Berke,81,44,56,59,35,67
5432,Leorah,70,87,97,66,65,88
5433,Diego,46,82,76,62,69,95
5434,Cosmo,78,95,59,84,53,35
5435,Tiffie,97,81,95,32,47,99
5436,Linn,28,80,71,62,94,41
5437,Barney,80,32,39,71,37,65
5438,Danyelle,98,85,80,48,94,38
5439,Ingmar,61,48,30,74,27,74
5440,Lucien,82,76,32,88,91,79
5441,Marchelle,43,59,59,56,96,67
5442,Ricard,61,34,50,71,82,29
5443,Shelagh,67,71,59,66,35,47
5444,Emilie,87,53,60,64,64,27
5445,Daniel,40,47,54,85,90,80
5446,Sayer,87,75,82,99,35,99
5447,Vinnie,90,29,59,52,87,31
5448,Alexi,58,92,58,42,44,80
5449,Marcelo,76,89,60,44,50,35
5450,Roy,85,72,73,31,91,31
5451,Bernardo,38,28,57,89,58,57
5452,Anastassia,41,64,82,44,63,59
5453,Meara,29,83,99,75,72,32
5454,Murdoch,82,41,78,62,93,58
5455,Hillary,83,81,80,27,77,95
5456,Kate,49,93,37,33,33,76
5457,Andrea,54,62,94,45,83,96
5458,Cyrill,83,65,95,59,49,36
5459,Wendell,29,39,83,80,100,57
5460,Emogene,72,86,53,70,82,78
5461,Renault,63,89,76,50,85,32
5462,Antonie,93,64,45,30,39,58
5463,Sheeree,55,62,58,46,57,89
5464,Gladis,84,61,53,91,97,83
5465,Annissa,27,59,54,69,34,55
5466,Fallon,50,62,97,98,44,97
5467,Archie,57,78,96,90,59,48
5468,Jilli,67,72,30,84,90,82
5469,Meggan,86,94,37,98,47,80
5470,Johnette,76,33,77,71,68,52
5471,Olga,53,78,82,51,78,97
5472,Kristan,37,93,78,39,84,98
5473,Thom,43,77,42,38,39,89
5474,Chrysler,50,38,44,100,95,61
5475,Marti,77,91,70,97,76,80
5476,Baillie,95,98,27,92,89,28
5477,Berty,87,61,86,73,88,82
5478,Brunhilda,41,59,41,91,64,88
5479,Cesya,73,42,48,67,74,99
5480,Sampson,90,60,45,60,85,33
5481,Charles,54,29,69,36,36,82
5482,Anne-Mar,41,87,83,54,48,47
5483,Amory,44,76,68,41,98,92
5484,Nerissa,87,70,79,45,67,96
5485,Harlin,89,31,46,53,29,77
5486,Fernandina,64,44,75,47,41,85
5487,Waverley,51,89,27,62,30,69
5488,Torrey,37,75,55,75,83,69
5489,Weider,71,54,67,59,87,75
5490,Esteban,44,73,48,87,84,54
5491,Menard,39,40,95,56,81,79
5492,Barty,61,78,87,47,28,54
5493,Aurelie,29,62,42,87,59,35
5494,Meade,72,37,66,78,78,41
5495,Sayres,74,61,44,43,43,50
5496,Lucien,93,44,93,63,52,70
5497,Nathan,45,90,72,79,97,62
5498,Keefe,46,27,66,40,92,100
5499,Evelyn,88,95,44,75,47,81
5500,Honey,38,68,62,41,58,42
5501,Engelbart,27,51,69,38,86,96
5502,Wolfgang,78,51,88,54,82,30
5503,Sibella,53,76,34,70,99,41
5504,Paddie,93,27,65,62,69,89
5505,Lemmy,54,87,38,92,75,87
5506,Ariana,82,82,75,78,53,27
5507,Pooh,97,82,49,92,57,95
5508,Anica,70,93,69,85,68,59
5509,Sidonnie,83,79,35,51,45,80
